State,Year,Gross_Enrollment_Primary,Gross_Enrollment_Secondary,Gross_Enrollment_Higher,Literacy_Rate_Youth,Literacy_Rate_Adult,Dropout_Rate_Primary,Dropout_Rate_Secondary,Education_Expenditure_GDP
Himachal Pradesh,2002,89.08,54.63,20.90,81.32,93.21,10.45,21.73,3.37
Himachal Pradesh,2002,93.49,56.20,50.05,95.99,92.84,13.08,14.37,7.68
Himachal Pradesh,2002,97.97,92.17,30.60,69.34,83.16,9.32,13.19,6.26
Himachal Pradesh,2002,80.63,58.72,61.71,97.23,81.76,10.51,5.16,5.32
Himachal Pradesh,2002,76.83,88.18,77.68,74.49,59.94,6.40,6.58,7.30
Himachal Pradesh,2002,92.93,80.09,39.53,86.49,90.14,12.53,7.03,5.04
Himachal Pradesh,2002,85.04,65.74,60.91,81.10,62.32,13.58,7.83,2.60
Himachal Pradesh,2002,86.14,78.12,44.16,71.94,56.35,8.40,19.14,4.17
Himachal Pradesh,2002,70.79,54.76,63.24,76.70,51.32,8.61,18.40,4.86
Himachal Pradesh,2002,90.67,67.76,39.75,70.30,86.17,9.79,7.14,4.58
Himachal Pradesh,2003,79.75,78.97,28.19,82.81,82.14,13.11,22.31,4.61
Himachal Pradesh,2003,84.33,50.20,72.26,70.63,56.06,6.00,14.50,6.90
Himachal Pradesh,2003,89.08,80.20,67.92,78.56,54.13,9.19,8.02,2.59
Himachal Pradesh,2003,85.75,79.83,41.07,66.74,62.13,4.53,29.43,6.57
Himachal Pradesh,2003,73.48,86.58,76.45,66.07,93.70,6.95,10.34,3.06
Himachal Pradesh,2003,94.97,60.18,59.11,69.02,54.31,3.73,25.22,6.11
Himachal Pradesh,2003,92.91,62.86,74.88,96.10,76.54,10.22,21.33,3.92
Himachal Pradesh,2003,97.75,82.57,18.01,83.68,66.47,12.60,13.60,6.04
Himachal Pradesh,2003,78.82,57.42,55.25,86.71,97.20,10.70,17.89,7.52
Himachal Pradesh,2003,85.34,92.39,55.11,89.27,54.16,11.34,11.62,3.14
Himachal Pradesh,2004,82.23,69.41,27.81,65.32,66.77,3.93,15.54,7.09
Himachal Pradesh,2004,97.06,83.53,18.45,67.71,82.88,6.81,23.10,4.72
Himachal Pradesh,2004,71.40,64.87,51.63,69.82,50.12,3.03,18.11,5.98
Himachal Pradesh,2004,88.51,92.30,69.64,97.07,96.37,7.73,17.20,4.05
Himachal Pradesh,2004,90.14,51.12,30.32,72.07,95.02,3.88,27.27,3.18
Himachal Pradesh,2004,79.48,94.92,29.69,71.89,78.29,11.63,29.56,6.36
Himachal Pradesh,2004,87.85,77.04,29.15,87.82,59.81,8.37,11.50,4.22
Himachal Pradesh,2004,70.36,55.88,25.97,71.73,87.15,,16.75,6.04
Himachal Pradesh,2004,95.70,94.48,22.92,87.14,50.12,2.64,12.13,7.16
Himachal Pradesh,2004,83.16,70.97,35.22,94.84,77.26,8.29,16.63,7.65
Himachal Pradesh,2005,83.11,62.98,79.15,79.12,53.26,7.35,13.03,5.80
Himachal Pradesh,2005,72.88,62.74,37.64,93.37,62.96,2.41,24.52,7.28
Himachal Pradesh,2005,93.16,50.40,75.06,94.43,76.15,5.61,5.82,8.00
Himachal Pradesh,2005,70.58,78.77,79.15,89.04,54.02,7.23,7.73,7.52
Himachal Pradesh,2005,72.54,55.78,59.17,93.68,59.67,7.44,20.49,6.88
Himachal Pradesh,2005,86.28,89.81,71.42,84.89,97.79,3.37,16.96,6.76
Himachal Pradesh,2005,80.62,65.76,28.86,74.79,77.72,7.58,9.83,6.95
Himachal Pradesh,2005,78.25,72.32,39.77,84.40,88.21,14.86,12.65,5.55
Himachal Pradesh,2005,94.27,67.87,46.00,73.36,86.25,12.99,29.12,5.61
Himachal Pradesh,2005,88.27,65.69,62.95,65.77,51.37,11.31,28.27,5.98
Himachal Pradesh,2006,80.85,54.87,75.65,96.91,,4.82,27.31,6.40
Himachal Pradesh,2006,99.50,51.72,33.37,83.65,58.85,5.02,13.82,3.98
Himachal Pradesh,2006,78.36,64.09,17.59,66.68,84.46,3.47,16.89,7.13
Himachal Pradesh,2006,96.19,88.92,72.21,84.45,95.71,12.65,15.39,5.96
Himachal Pradesh,2006,77.89,62.76,23.17,77.18,73.11,9.80,12.62,6.86
Himachal Pradesh,2006,78.34,86.64,55.58,94.32,57.68,6.95,7.83,3.69
Himachal Pradesh,2006,86.71,64.87,63.55,65.67,67.76,9.81,19.58,5.84
Himachal Pradesh,2006,97.95,93.83,35.28,86.91,61.58,6.79,24.81,5.26
Himachal Pradesh,2006,88.87,51.52,63.73,98.25,72.71,4.06,29.42,4.10
Himachal Pradesh,2006,73.33,59.75,50.65,83.96,79.10,9.59,17.38,6.91
Himachal Pradesh,2007,73.91,69.13,16.72,95.03,,9.14,7.88,5.54
Himachal Pradesh,2007,98.66,63.81,31.78,80.23,,4.46,25.08,3.59
Himachal Pradesh,2007,73.45,81.42,25.89,92.79,72.58,9.36,9.66,3.31
Himachal Pradesh,2007,81.58,71.58,29.93,92.04,95.09,7.61,27.94,7.35
Himachal Pradesh,2007,84.32,73.66,37.17,75.64,70.71,10.98,7.11,6.41
Himachal Pradesh,2007,75.75,53.94,46.87,97.52,89.31,9.32,8.57,6.43
Himachal Pradesh,2007,88.36,73.15,55.25,97.07,80.15,5.35,20.90,7.34
Himachal Pradesh,2007,92.00,79.74,18.68,89.66,69.56,14.23,29.27,4.97
Himachal Pradesh,2007,90.48,53.38,24.42,94.39,92.90,8.92,13.49,4.98
Himachal Pradesh,2007,78.85,85.34,75.79,68.16,88.58,10.39,10.77,6.66
Himachal Pradesh,2008,85.07,84.12,27.45,80.73,55.80,5.99,10.45,5.28
Himachal Pradesh,2008,78.25,83.57,60.48,68.23,95.77,11.68,20.40,5.13
Himachal Pradesh,2008,70.24,81.16,47.98,95.69,68.27,8.74,23.56,2.76
Himachal Pradesh,2008,74.39,50.29,55.49,92.06,95.94,7.73,11.99,7.25
Himachal Pradesh,2008,78.19,90.88,26.60,66.48,88.24,9.33,11.16,6.19
Himachal Pradesh,2008,78.46,51.15,48.15,94.11,59.98,7.47,11.41,2.57
Himachal Pradesh,2008,93.00,65.60,33.05,96.99,81.55,10.93,23.99,4.38
Himachal Pradesh,2008,95.04,76.97,30.82,95.59,77.88,8.44,5.86,7.50
Himachal Pradesh,2008,83.28,66.18,32.42,84.53,56.15,13.95,9.40,6.60
Himachal Pradesh,2008,86.74,84.43,62.24,72.95,65.86,13.29,23.08,6.42
Himachal Pradesh,2009,80.75,68.06,33.69,69.13,70.18,2.22,16.40,6.49
Himachal Pradesh,2009,78.44,72.24,26.08,68.97,71.71,9.55,25.51,7.99
Himachal Pradesh,2009,92.44,74.17,44.30,96.81,83.70,10.86,5.29,7.26
Himachal Pradesh,2009,78.76,52.41,18.31,87.73,58.94,14.01,26.06,4.42
Himachal Pradesh,2009,72.77,51.41,44.39,97.06,94.03,12.53,20.71,7.21
Himachal Pradesh,2009,90.53,91.43,16.27,73.55,62.74,3.29,10.64,4.61
Himachal Pradesh,2009,98.38,55.43,16.82,68.74,,4.05,19.32,3.75
Himachal Pradesh,2009,91.29,58.21,29.89,77.83,81.55,8.10,28.62,4.89
Himachal Pradesh,2009,83.53,85.42,75.78,93.43,68.67,4.81,27.86,4.62
Himachal Pradesh,2009,87.32,71.59,60.49,71.59,73.44,6.06,9.11,5.86
Himachal Pradesh,2010,96.19,59.92,65.68,77.49,80.18,13.05,11.40,5.81
Himachal Pradesh,2010,90.92,84.63,33.72,88.95,,7.94,14.46,4.32
Himachal Pradesh,2010,71.77,88.18,70.91,93.77,89.26,,17.29,7.49
Himachal Pradesh,2010,83.78,50.48,33.24,79.82,92.86,10.51,14.06,5.20
Himachal Pradesh,2010,88.45,61.80,46.20,65.84,90.91,2.63,10.61,4.33
Himachal Pradesh,2010,72.41,51.96,66.93,89.21,89.91,10.79,23.78,4.58
Himachal Pradesh,2010,75.16,69.03,63.13,83.11,82.72,5.81,5.81,2.66
Himachal Pradesh,2010,76.34,56.64,16.18,72.86,66.05,5.14,24.93,6.62
Himachal Pradesh,2010,85.62,55.95,63.07,67.93,58.50,3.94,28.48,6.34
Himachal Pradesh,2010,76.48,91.90,60.30,84.03,88.14,10.38,27.18,7.06
Himachal Pradesh,2011,71.95,59.91,37.33,65.98,,12.03,26.01,2.55
Himachal Pradesh,2011,96.18,71.12,78.89,95.17,92.73,3.67,16.88,7.96
Himachal Pradesh,2011,80.33,67.45,72.90,84.99,86.42,10.75,18.23,6.85
Himachal Pradesh,2011,93.68,71.93,25.61,66.51,61.11,6.42,8.25,3.74
Himachal Pradesh,2011,73.79,83.42,36.62,87.85,92.36,3.12,29.73,6.05
Himachal Pradesh,2011,96.59,76.83,33.67,96.98,87.79,11.56,27.21,6.73
Himachal Pradesh,2011,95.27,58.14,25.60,70.41,59.32,3.34,25.94,7.00
Himachal Pradesh,2011,88.81,62.43,29.78,73.52,85.07,6.15,11.95,2.62
Himachal Pradesh,2011,84.18,92.43,34.08,87.94,64.65,6.09,26.12,6.83
Himachal Pradesh,2011,80.73,84.20,21.54,87.85,92.71,4.33,26.56,2.78
Himachal Pradesh,2012,83.34,59.17,75.11,65.68,76.64,6.85,16.53,5.45
Himachal Pradesh,2012,90.39,50.86,16.38,81.27,76.01,5.57,18.79,5.34
Himachal Pradesh,2012,98.74,72.09,66.09,73.42,86.57,10.44,20.99,7.41
Himachal Pradesh,2012,72.49,82.68,69.85,78.80,67.13,10.56,6.89,4.12
Himachal Pradesh,2012,84.30,59.39,50.15,96.48,51.30,10.84,20.62,7.58
Himachal Pradesh,2012,93.09,62.05,53.72,82.66,71.05,3.03,12.32,4.04
Himachal Pradesh,2012,76.92,53.36,80.00,88.50,92.55,3.87,25.02,6.97
Himachal Pradesh,2012,78.86,59.76,78.40,77.34,86.54,12.47,14.65,6.25
Himachal Pradesh,2012,99.02,57.58,40.07,91.88,81.94,10.21,26.33,2.66
Himachal Pradesh,2012,70.49,75.15,37.66,66.73,70.05,10.37,27.98,5.91
Himachal Pradesh,2013,76.32,93.66,72.68,73.00,79.81,6.71,16.71,7.23
Himachal Pradesh,2013,79.48,63.04,65.74,81.66,95.63,12.62,10.28,6.82
Himachal Pradesh,2013,80.90,93.75,46.46,89.47,72.90,6.83,24.91,7.17
Himachal Pradesh,2013,85.24,64.24,65.93,68.90,88.29,10.03,12.23,4.39
Himachal Pradesh,2013,91.52,66.91,59.69,82.48,56.97,8.49,23.91,4.14
Himachal Pradesh,2013,74.07,66.21,40.30,90.87,72.08,3.06,20.85,5.08
Himachal Pradesh,2013,74.63,91.09,36.71,80.67,94.60,11.90,6.86,5.68
Himachal Pradesh,2013,92.29,72.33,19.62,83.02,51.16,6.53,16.95,6.05
Himachal Pradesh,2013,97.97,79.26,35.60,97.84,92.36,3.87,21.39,5.58
Himachal Pradesh,2013,86.91,64.46,69.26,68.32,93.87,12.93,23.47,3.94
Himachal Pradesh,2014,89.01,64.06,69.33,66.38,83.19,12.77,21.16,3.56
Himachal Pradesh,2014,79.88,50.22,17.64,91.10,54.02,14.06,16.07,6.67
Himachal Pradesh,2014,71.01,51.90,18.55,68.52,73.37,12.25,12.12,6.60
Himachal Pradesh,2014,74.48,56.10,22.94,77.22,73.49,8.00,11.43,5.92
Himachal Pradesh,2014,73.17,76.65,57.59,90.77,93.39,11.96,10.89,3.80
Himachal Pradesh,2014,93.47,82.39,32.37,93.81,56.86,6.55,13.66,5.58
Himachal Pradesh,2014,86.61,68.69,31.25,87.58,87.95,8.23,21.24,5.44
Himachal Pradesh,2014,70.30,79.78,48.03,69.31,76.03,13.68,13.51,7.90
Himachal Pradesh,2014,94.41,68.47,41.17,97.45,67.58,3.26,8.82,6.41
Himachal Pradesh,2014,94.41,71.99,51.90,70.23,59.25,3.64,17.86,6.77
Himachal Pradesh,2015,95.55,54.75,22.41,93.88,61.73,11.21,5.23,3.01
Himachal Pradesh,2015,70.85,71.01,36.48,92.28,89.30,9.99,12.33,5.04
Himachal Pradesh,2015,79.97,87.01,41.39,86.24,54.62,12.10,7.51,7.24
Himachal Pradesh,2015,80.91,78.10,70.03,65.35,62.75,13.81,14.70,6.39
Himachal Pradesh,2015,72.19,82.28,36.05,80.84,57.98,10.16,13.44,4.61
Himachal Pradesh,2015,95.56,83.27,52.55,69.36,82.98,2.24,25.11,4.17
Himachal Pradesh,2015,98.89,84.82,30.46,97.76,56.73,11.54,21.42,7.02
Himachal Pradesh,2015,88.74,67.92,17.69,89.81,80.77,7.51,12.57,4.26
Himachal Pradesh,2015,94.57,84.30,64.27,73.56,54.88,11.90,7.47,7.90
Himachal Pradesh,2015,80.57,73.71,62.73,90.72,53.54,12.46,21.04,2.72
Himachal Pradesh,2016,75.65,56.99,15.93,95.99,52.69,6.76,10.14,6.58
Himachal Pradesh,2016,88.50,76.62,41.46,86.64,55.53,10.90,7.60,7.24
Himachal Pradesh,2016,87.55,84.92,46.10,79.54,63.84,3.66,9.76,2.50
Himachal Pradesh,2016,76.56,50.11,46.99,79.03,87.25,7.24,26.60,3.03
Himachal Pradesh,2016,70.35,67.59,31.88,83.08,63.38,13.31,28.43,7.17
Himachal Pradesh,2016,92.05,66.00,21.09,87.68,84.97,3.59,18.74,7.93
Himachal Pradesh,2016,97.10,55.28,75.68,91.50,68.76,3.09,5.48,4.57
Himachal Pradesh,2016,92.16,80.18,52.24,97.89,84.96,13.89,11.05,6.43
Himachal Pradesh,2016,85.31,62.58,40.01,72.44,60.56,8.12,27.31,3.56
Himachal Pradesh,2016,80.18,93.31,32.48,80.03,54.59,14.90,27.25,7.00
Himachal Pradesh,2017,97.87,69.61,59.31,98.74,69.67,3.47,26.69,5.12
Himachal Pradesh,2017,70.88,72.13,61.67,65.89,69.85,4.02,21.08,7.77
Himachal Pradesh,2017,81.90,75.34,50.35,90.83,91.13,10.62,29.50,7.06
Himachal Pradesh,2017,97.10,92.48,39.71,89.67,69.71,,27.12,7.63
Himachal Pradesh,2017,94.48,71.46,19.88,71.44,57.30,10.92,12.49,3.20
Himachal Pradesh,2017,74.16,60.36,53.49,70.12,57.61,6.38,28.73,7.79
Himachal Pradesh,2017,91.62,71.13,49.46,86.57,85.10,3.26,10.62,7.80
Himachal Pradesh,2017,82.66,63.09,20.93,72.07,,4.90,21.19,3.05
Himachal Pradesh,2017,92.80,79.97,17.01,73.14,88.99,3.88,25.32,5.71
Himachal Pradesh,2017,82.51,63.14,58.73,92.44,52.15,6.94,13.77,5.58
Himachal Pradesh,2018,86.46,91.57,68.10,71.52,56.35,13.20,18.40,2.61
Himachal Pradesh,2018,79.03,73.25,68.49,68.75,67.23,6.15,25.99,6.78
Himachal Pradesh,2018,81.83,75.71,79.43,83.21,97.45,11.71,8.02,6.88
Himachal Pradesh,2018,88.40,90.15,28.68,94.78,94.86,3.16,27.13,3.93
Himachal Pradesh,2018,81.77,78.03,50.94,72.25,82.14,2.60,10.08,7.70
Himachal Pradesh,2018,75.07,68.97,72.01,67.39,56.14,13.64,15.38,2.96
Himachal Pradesh,2018,84.70,57.33,73.11,93.74,51.11,9.55,11.11,5.43
Himachal Pradesh,2018,88.06,74.25,40.69,68.66,96.53,4.27,20.83,2.96
Himachal Pradesh,2018,76.89,79.11,33.39,83.12,55.98,4.63,23.34,2.69
Himachal Pradesh,2018,70.61,54.29,33.29,68.16,91.57,,26.52,7.03
Himachal Pradesh,2019,71.50,76.57,58.57,86.10,75.99,4.27,26.02,4.30
Himachal Pradesh,2019,77.89,90.24,51.88,89.54,69.60,13.53,27.94,4.90
Himachal Pradesh,2019,98.64,78.01,77.02,76.69,93.92,3.46,13.97,5.22
Himachal Pradesh,2019,97.73,90.66,66.96,68.89,53.76,8.48,24.13,3.18
Himachal Pradesh,2019,91.78,69.59,60.06,70.43,,13.74,13.23,7.92
Himachal Pradesh,2019,79.75,94.82,79.35,73.00,62.83,11.75,27.24,6.15
Himachal Pradesh,2019,89.22,81.51,27.37,91.45,95.32,13.67,11.12,4.28
Himachal Pradesh,2019,98.62,57.27,64.49,76.61,77.54,2.61,10.13,4.94
Himachal Pradesh,2019,70.90,56.86,62.44,92.64,,4.99,7.20,3.33
Himachal Pradesh,2019,97.12,56.73,63.84,84.50,95.12,12.38,26.32,6.02
Himachal Pradesh,2020,76.27,91.06,62.73,68.08,91.61,6.54,12.46,5.93
Himachal Pradesh,2020,77.65,93.19,76.76,65.14,66.22,2.59,26.26,7.38
Himachal Pradesh,2020,91.10,72.48,38.65,74.05,,9.31,9.17,3.46
Himachal Pradesh,2020,99.83,90.01,60.87,91.71,70.01,5.88,14.22,2.95
Himachal Pradesh,2020,92.89,58.55,29.83,97.55,55.06,8.48,6.57,3.00
Himachal Pradesh,2020,75.79,89.26,60.64,75.22,61.92,11.81,23.34,3.32
Himachal Pradesh,2020,78.82,62.94,78.44,90.51,87.44,5.61,5.01,2.82
Himachal Pradesh,2020,75.79,52.23,71.93,85.40,55.15,11.96,23.90,4.09
Himachal Pradesh,2020,79.89,88.13,17.84,81.98,58.62,10.74,29.93,4.77
Himachal Pradesh,2020,96.75,84.46,30.09,97.42,79.87,4.18,19.31,4.98
Himachal Pradesh,2021,96.25,86.54,58.85,73.79,96.58,9.13,27.69,3.69
Himachal Pradesh,2021,98.48,59.56,42.99,68.32,56.57,5.69,28.79,6.17
Himachal Pradesh,2021,92.19,90.81,75.27,90.53,61.67,14.96,13.13,6.19
Himachal Pradesh,2021,88.27,66.88,30.88,65.40,91.85,3.77,26.95,5.80
Himachal Pradesh,2021,85.28,66.08,24.02,84.39,76.55,5.82,20.00,4.92
Himachal Pradesh,2021,98.01,73.31,72.69,82.70,76.79,6.77,15.00,7.63
Himachal Pradesh,2021,94.91,75.96,33.50,79.70,75.20,9.70,25.53,4.67
Himachal Pradesh,2021,95.31,61.44,37.76,85.23,92.52,12.28,19.60,7.91
Himachal Pradesh,2021,94.55,90.86,79.20,81.85,59.39,7.99,26.35,7.10
Himachal Pradesh,2021,85.30,71.33,20.57,92.03,63.61,10.39,7.54,7.23
Himachal Pradesh,2022,88.88,58.44,79.05,92.07,87.87,3.99,5.44,5.72
Himachal Pradesh,2022,82.48,65.24,19.79,98.87,95.89,3.71,13.32,4.65
Himachal Pradesh,2022,91.64,93.02,71.84,90.65,83.45,13.26,22.10,3.54
Himachal Pradesh,2022,99.46,72.95,17.50,73.98,,14.51,23.21,2.81
Himachal Pradesh,2022,99.99,89.12,75.65,86.20,91.24,6.16,5.68,7.55
Himachal Pradesh,2022,89.77,57.12,27.73,76.19,86.33,2.51,15.18,6.16
Himachal Pradesh,2022,81.71,62.90,57.19,97.97,50.21,13.73,15.83,6.15
Himachal Pradesh,2022,72.92,56.33,66.30,72.79,77.31,7.57,12.59,6.83
Himachal Pradesh,2022,81.18,60.19,48.53,92.78,77.63,14.61,5.39,7.99
Himachal Pradesh,2022,80.05,72.88,66.80,90.86,66.03,6.22,21.57,7.64
Himachal Pradesh,2023,96.84,80.74,40.24,66.95,84.63,6.59,6.76,5.87
Himachal Pradesh,2023,84.38,82.29,32.96,67.75,70.37,2.71,22.43,7.78
Himachal Pradesh,2023,75.45,60.48,29.40,75.67,54.67,13.64,27.13,5.88
Himachal Pradesh,2023,71.85,54.79,36.14,79.67,66.99,4.15,7.80,7.23
Himachal Pradesh,2023,84.61,51.66,54.02,73.45,78.71,9.98,25.23,3.76
Himachal Pradesh,2023,91.81,93.89,75.28,85.77,62.67,11.84,22.45,5.74
Himachal Pradesh,2023,85.58,68.72,17.91,94.43,,9.72,11.70,2.65
Himachal Pradesh,2023,80.80,58.48,32.23,88.79,96.04,4.69,16.64,7.95
Himachal Pradesh,2023,79.59,60.90,25.10,80.64,66.37,11.68,10.92,6.55
Himachal Pradesh,2023,89.15,80.23,26.40,74.61,61.81,9.49,6.89,5.35
Jharkhand,2000,89.62,63.04,79.17,97.31,77.57,12.96,11.54,4.79
Jharkhand,2000,84.88,59.58,58.73,69.00,52.96,7.00,15.25,4.26
Jharkhand,2000,74.90,68.16,73.80,72.63,82.85,3.84,13.85,4.27
Jharkhand,2000,90.71,77.11,24.17,96.94,66.60,2.58,12.51,4.35
Jharkhand,2000,80.40,78.31,15.44,98.39,58.18,10.57,22.89,3.44
Jharkhand,2000,77.40,57.57,58.81,79.31,75.81,2.62,26.53,3.44
Jharkhand,2000,74.10,79.96,60.02,88.02,76.50,14.38,17.68,4.97
Jharkhand,2000,86.44,64.17,49.06,72.01,90.23,15.00,13.06,7.13
Jharkhand,2000,80.28,84.02,29.87,86.24,83.83,11.63,10.18,7.17
Jharkhand,2000,86.28,88.85,77.86,90.44,50.27,3.75,6.91,3.06
Jharkhand,2001,73.41,89.70,55.00,92.08,67.83,7.33,12.94,4.91
Jharkhand,2001,95.14,90.51,45.53,73.15,95.37,11.56,21.00,6.60
Jharkhand,2001,74.59,56.64,42.34,70.35,91.02,9.52,14.21,2.88
Jharkhand,2001,92.30,86.12,50.36,70.09,87.77,6.00,10.57,5.09
Jharkhand,2001,97.17,52.41,20.43,88.75,59.15,6.12,8.41,4.33
Jharkhand,2001,91.06,92.97,62.09,88.62,83.32,13.48,12.41,4.15
Jharkhand,2001,97.36,74.07,34.51,91.39,64.99,14.52,29.57,6.17
Jharkhand,2001,85.46,88.32,27.02,68.55,53.57,8.59,27.12,2.73
Jharkhand,2001,94.78,86.33,66.03,69.41,69.07,14.80,29.72,5.81
Jharkhand,2001,83.50,56.16,58.48,97.64,83.47,12.44,15.57,3.03
Jharkhand,2002,84.80,50.54,77.10,81.92,90.14,9.13,7.54,5.89
Jharkhand,2002,95.25,60.60,40.60,77.67,,8.56,16.18,7.00
Jharkhand,2002,70.65,80.96,49.17,94.78,73.93,4.88,25.13,4.12
Jharkhand,2002,75.03,72.20,18.28,66.24,73.81,4.80,5.23,4.13
Jharkhand,2002,74.06,76.09,61.17,87.97,68.90,3.79,17.49,7.40
Jharkhand,2002,72.79,92.48,63.30,75.64,64.18,13.64,9.44,5.44
Jharkhand,2002,71.20,60.25,73.62,82.79,89.14,9.22,28.59,7.50
Jharkhand,2002,88.05,80.37,47.39,92.96,58.80,6.35,22.16,3.86
Jharkhand,2002,88.78,92.71,61.96,89.64,78.41,3.85,17.99,3.89
Jharkhand,2002,76.92,78.07,48.21,65.73,56.22,12.54,17.09,3.30
Jharkhand,2003,76.71,93.10,38.53,66.58,96.58,12.33,11.36,4.75
Jharkhand,2003,87.02,74.07,41.08,86.74,72.72,2.28,25.36,3.12
Jharkhand,2003,91.17,68.49,62.81,69.47,81.37,12.74,27.24,5.69
Jharkhand,2003,80.37,74.30,27.76,97.39,93.06,2.43,19.05,6.84
Jharkhand,2003,82.18,58.84,54.96,98.79,67.53,9.18,13.20,7.32
Jharkhand,2003,97.00,56.82,21.20,87.20,68.52,8.90,21.31,2.79
Jharkhand,2003,78.00,52.20,20.63,92.26,93.75,3.98,11.23,6.09
Jharkhand,2003,95.66,72.77,77.18,69.63,96.74,7.73,28.82,5.02
Jharkhand,2003,91.68,77.88,42.10,91.94,95.51,2.13,19.70,7.26
Jharkhand,2003,96.85,83.79,61.61,97.80,91.46,12.60,7.16,3.81
Jharkhand,2004,79.10,54.20,35.22,91.21,92.12,13.87,14.47,4.55
Jharkhand,2004,89.99,66.12,16.32,79.93,60.76,2.37,16.77,3.63
Jharkhand,2004,88.11,94.59,50.57,86.99,94.13,6.86,9.16,4.06
Jharkhand,2004,70.14,88.40,19.95,95.62,95.57,14.87,25.24,3.28
Jharkhand,2004,96.91,64.25,36.24,96.20,50.64,4.52,15.55,6.35
Jharkhand,2004,96.40,55.45,48.94,89.67,80.53,7.83,5.43,2.83
Jharkhand,2004,73.53,69.17,26.61,91.49,91.83,7.07,17.78,7.74
Jharkhand,2004,74.26,88.80,47.32,65.77,96.67,14.55,14.58,7.75
Jharkhand,2004,75.76,61.10,65.66,77.83,50.34,7.39,10.70,6.26
Jharkhand,2004,78.01,67.69,34.37,86.89,54.86,8.22,13.36,7.36
Jharkhand,2005,75.03,53.99,28.15,68.49,75.01,14.85,5.86,5.04
Jharkhand,2005,79.96,90.28,16.23,91.35,62.14,6.98,15.50,4.18
Jharkhand,2005,78.94,86.98,23.75,90.25,63.87,13.49,15.71,3.44
Jharkhand,2005,87.03,75.62,39.23,97.35,90.51,12.79,29.35,5.01
Jharkhand,2005,81.42,58.57,46.41,96.47,58.23,13.03,15.46,3.25
Jharkhand,2005,78.74,63.66,40.39,92.68,50.50,4.91,22.65,4.73
Jharkhand,2005,97.52,92.66,32.72,96.03,85.37,4.00,20.26,2.64
Jharkhand,2005,93.68,57.76,55.84,71.08,95.44,10.78,7.38,3.53
Jharkhand,2005,92.09,62.64,57.76,71.02,76.10,14.45,20.71,2.77
Jharkhand,2005,91.54,73.96,34.13,71.03,58.53,13.16,26.82,5.06
Jharkhand,2006,84.61,69.74,41.48,77.41,75.25,9.86,16.66,7.43
Jharkhand,2006,79.00,83.90,21.64,71.42,88.46,4.38,20.64,7.84
Jharkhand,2006,79.62,87.06,37.86,89.60,87.31,8.52,24.58,4.24
Jharkhand,2006,75.04,62.31,57.38,87.28,73.68,12.34,17.05,7.35
Jharkhand,2006,81.86,80.05,73.14,71.08,74.70,3.54,11.99,6.27
Jharkhand,2006,97.02,93.62,29.08,90.46,94.47,3.19,15.35,7.56
Jharkhand,2006,85.82,54.50,44.24,76.09,63.55,9.04,17.09,5.15
Jharkhand,2006,84.44,86.94,68.60,75.78,50.21,,24.02,3.09
Jharkhand,2006,70.83,73.66,21.24,97.79,92.90,10.45,6.59,4.29
Jharkhand,2006,75.07,75.99,43.33,97.21,94.94,9.35,21.11,3.26
Jharkhand,2007,90.97,58.52,52.06,96.78,66.57,4.42,28.55,5.04
Jharkhand,2007,96.75,88.05,41.19,66.04,71.44,4.35,8.57,4.66
Jharkhand,2007,71.43,68.06,25.58,88.42,53.78,9.11,24.33,7.73
Jharkhand,2007,72.66,82.92,29.00,80.21,96.88,12.66,26.16,7.23
Jharkhand,2007,80.77,94.93,33.18,85.06,63.54,3.46,19.19,4.44
Jharkhand,2007,86.27,55.55,43.61,92.61,65.13,7.77,17.35,7.25
Jharkhand,2007,95.96,87.44,63.99,80.85,86.36,8.22,23.42,7.34
Jharkhand,2007,95.78,54.57,21.62,83.64,81.29,3.99,16.80,3.02
Jharkhand,2007,92.13,67.02,79.60,87.54,89.13,10.71,29.74,7.02
Jharkhand,2007,90.46,76.56,55.91,76.66,70.58,9.26,25.98,6.70
Jharkhand,2008,70.80,50.36,29.58,92.18,93.43,7.09,19.08,6.38
Jharkhand,2008,71.72,61.17,18.19,85.96,84.10,,26.35,4.99
Jharkhand,2008,73.28,63.58,16.66,91.60,52.53,11.74,6.31,3.89
Jharkhand,2008,82.44,93.65,55.75,79.14,88.53,5.84,11.64,6.11
Jharkhand,2008,72.01,85.45,58.93,79.00,93.02,7.34,22.76,7.50
Jharkhand,2008,90.42,68.61,57.07,73.76,70.87,,5.95,5.74
Jharkhand,2008,75.88,70.71,58.28,70.82,52.72,8.75,25.47,2.69
Jharkhand,2008,73.92,60.62,49.81,97.41,63.79,8.34,15.00,7.44
Jharkhand,2008,95.38,94.47,60.42,77.92,69.77,6.57,20.09,6.57
Jharkhand,2008,91.50,91.23,74.85,88.94,80.57,8.91,9.58,3.18
Jharkhand,2009,87.31,79.06,49.17,66.24,52.77,3.47,8.84,7.94
Jharkhand,2009,71.57,78.59,57.39,70.97,94.12,12.41,10.76,5.17
Jharkhand,2009,94.53,54.92,42.00,79.55,72.50,13.20,10.45,3.07
Jharkhand,2009,72.25,69.20,29.28,77.28,62.47,3.20,19.01,2.65
Jharkhand,2009,90.85,86.47,33.14,90.46,89.96,5.14,29.81,2.61
Jharkhand,2009,75.82,81.42,70.61,97.61,72.76,14.62,15.29,3.70
